record_key,pmid,doi,year,title,content_sha256
doi:10.3389/fcell.2021.634536,33665191,10.3389/fcell.2021.634536,2021,Genes Regulating Spermatogenesis and Sperm Function Associated With Rare Disorders.,4087a669c856f2b040ae29659d31d07a06d24d9683a262a4a7e826056289a7bb
doi:10.3389/fcell.2023.1282182,37900274,10.3389/fcell.2023.1282182,2025,P53 independent pathogenic mechanisms contribute to BubR1 microcephaly.,aa6d055960d1e6478fc50ed9062ea0ec2d577326192e473d72f54f684f6e596c
doi:10.3389/fcell.2024.1491394,39911185,10.3389/fcell.2024.1491394,2024,Role of spindle assembly checkpoint proteins in gametogenesis and embryogenesis.,cb2f4b33df094a61a321ff12894caf81f373378f894b582d3b084bec6558e7a9
doi:10.3389/fcell.2026.1797677,42317265,10.3389/fcell.2026.1797677,2026,"Telomere-driven dysfunctional changes in gynecological cancers: mechanistic insights, biomarker potential, and therapeutic targeting.",d110fcef87fe198f82f6e88f6a06245e5e5a20732975f010dc67e63fcb0bab4c
doi:10.3389/fcimb.2023.1102462,36779182,10.3389/fcimb.2023.1102462,2023,"Life in plastic, it's fantastic! How Leishmania exploit genome instability to shape gene expression.",05194374793d4c880c05b29181c123b3b8bb41a53c031b18f7ae70f3ea12a65a
doi:10.3389/fendo.2025.1711016,41836315,10.3389/fendo.2025.1711016,2025,Female reproductive capacity preservation: antioxidant strategies in combating ovarian aging and cryopreservation challenges.,63bca8b3198ae4ef8ed2306337b2f1876e575f499acf227115a4f99890c63e74
doi:10.3389/fendo.2026.1683905,42434304,10.3389/fendo.2026.1683905,2026,"Apoptosis in non-obstructive azoospermia: pathway crosstalk, cell-type vulnerability, and translational implications.",670f42a9b4cb772bac3dcc48ffaebdae6df20ebf9d1535ac16f2c3604443a989
doi:10.3389/fendo.2026.1838559,42434306,10.3389/fendo.2026.1838559,2026,Functional and clinical evidence for two novel heterozygous &lt;i&gt;BUB1B&lt;/i&gt; variants and their value in precision genetic counseling for recurrent pregnancy loss.,a8807d41b61a5497f97faffc33527691609b14c67c76506dab862889b0074847
doi:10.3389/fgene.2022.941565,35832196,10.3389/fgene.2022.941565,2022,The Role of the APC/C and Its Coactivators Cdh1 and Cdc20 in Cancer Development and Therapy.,04a0679e494abe5680e273d749319489e19be6c43476f3cc8ab3103396eb06ed
doi:10.3389/fgene.2026.1832358,42338979,10.3389/fgene.2026.1832358,2026,BUB1 in cancer genetics and oncogenomics: from chromosomal instability to therapeutic vulnerabilities.,ae5cb41b18ef924f64223d68e999ff549c9893160f5b284aa4539c2bef3c2ce8
doi:10.3389/fimmu.2025.1649618,41200185,10.3389/fimmu.2025.1649618,2025,Identification of immunogenic cell death signature genes in hepatocellular carcinoma: from single-cell transcriptomics to &lt;i&gt;in vitro&lt;/i&gt; mechanistic validation and comprehensive prognostic modeling with hundreds of machine learning algorithms.,9421a4a9af5879431b4170820b396ec55baf31bd8a05248252ab21b9a71a8cdf
doi:10.3389/fimmu.2026.1779211,42292390,10.3389/fimmu.2026.1779211,2026,Recent advances in characterizing the immune microenvironment and biomarkers of endometrial carcinoma.,1eaa3f272715de26b83d25da7f46f93457a87b5276d5a53a077c8080cd1a57ed
doi:10.3389/fmolb.2024.1366113,38560520,10.3389/fmolb.2024.1366113,2024,"Kinesin-7 CENP-E in tumorigenesis: Chromosome instability, spindle assembly checkpoint, and applications.",eefe2700e28453a1b4727fb5025cdc753e0d1775202f1e4fb78069490e36382d
doi:10.3389/fonc.2026.1854143,42255235,10.3389/fonc.2026.1854143,2026,BIRC5 drives cell-cycle dysregulation and represents a novel molecular target in retinoblastoma.,f7637dbaa64adaeb12e383ab02f8cabd2fd9b0764695f251496fc2d85a0e5a95
doi:10.3389/fonc.2026.1857128,42490878,10.3389/fonc.2026.1857128,2026,Aurora kinase B as a therapeutic target in HPV-induced cervical cancer: mechanisms and future perspectives.,102541881f17cd722d60ec9c6f585163ad9760b3fe07edbea39500ff6e994dd6
doi:10.3389/fonc.2026.1879586,42558335,10.3389/fonc.2026.1879586,2026,"Integrative precision oncology in neuroblastoma: multi-omics biomarkers, molecular targets, and immunotherapeutic strategies.",4feb00a923a7e0a20f73bb040d18151743ee83098421eb68dde4eb90d84ff668
doi:10.3389/fphar.2026.1776489,42222160,10.3389/fphar.2026.1776489,2026,Advances in cryptococcal infections-associated immunopathology and potential therapeutic strategies.,cf6d1540bda1f0c83c6b14351c189f34d4315894acbca1eafae6c6b2e670f658
doi:10.3389/fragi.2026.1776669,42445133,10.3389/fragi.2026.1776669,2026,Mechanistic redundancy and hierarchy of aging mechanisms: implications for strategies to extend healthspan and biomarker integration.,2e0687b84d2f27491c37291e561df3868ee63f859f54ea6758df7a3ca4d174a0
doi:10.3390/antiox15040520,42072161,10.3390/antiox15040520,2026,Loss of Proteostasis and Early-Onset Neurodegeneration in Down Syndrome: From Mechanisms to Interventions.,5971c388f3dadf08bcac001d1b89aec7f9ae1c1c3e188ed8c426064302ee262f
doi:10.3390/biology15090689,42117828,10.3390/biology15090689,2026,"Fucosylation Dynamics as a Critical Determinant of Cancer Cell Fate in Colorectal Carcinoma: Integrating Hallmark Plasticity, Microenvironmental Remodelling, and Therapeutic Resistance.",c8d5ef01cd122b1d0f21cfa86cb2ff8f2f39a14627cbb0014e0c3fadd7ffe086
doi:10.3390/biology15141105,42510653,10.3390/biology15141105,2026,New Roles of Chk1 in Spindle Formation and Genome Integrity.,c6fd476082539b64b2f7351636a5b0d7d66b8e5ca225ac4477cae8b972514b09
doi:10.3390/biology15141179,42510725,10.3390/biology15141179,2026,Transcriptomic Evidence Identifies Two TMBIM Subgroups with Opposing Prognostic Associations in Glioma.,5909211a30b3d44fc7f140a531940d41b02887052ca6c40e9ba8b5921d78cbb5
doi:10.3390/biomedicines12071611,39062183,10.3390/biomedicines12071611,2024,Overexpression of BubR1 Mitotic Checkpoint Protein Predicts Short Survival and Influences the Progression of Cholangiocarcinoma.,8b23559bfa5a4251dd7b415110012c38b7494a3e2c60bc506a634b2930374eaf
doi:10.3390/cancers16203507,39456601,10.3390/cancers16203507,2024,Tolerance of Oncogene-Induced Replication Stress: A Fuel for Genomic Instability.,452bd7146f65ec4b2de5ecc7f6747055214b669f8772cda5ab872bcd11256981
doi:10.3390/cancers17213455,41228247,10.3390/cancers17213455,2025,Dual-Target Therapeutic Strategies in Triple-Negative Breast Cancer: Mechanistic Insights and Clinical Potential.,9a61fe7297d4a5d4f0cf25632499bfee13c3ddfabbb1653232889dd65e023d3c
doi:10.3390/cancers17223719,41301081,10.3390/cancers17223719,2025,The Puzzle of Genetic Stability and Chromosomal Copy Number Alterations for the Therapy of Ewing Sarcoma.,1b31b57cb5270ad0e899e672128f4f9498c06fa71a041c0e8da75a8bf25a43a9
doi:10.3390/cancers18050819,41827754,10.3390/cancers18050819,2026,Pharmacologic and Oncohistone Inhibition of SETD2 Converge on Genomic Instability.,48b04f5a34bdebccb1f8bc70136b8c1585e29e0c7b238befe7a39971a1bac5e5
doi:10.3390/cancers18060994,41899596,10.3390/cancers18060994,2026,Polyploid and Chromosomal Copy Number Gain Cells in Metastatic Colon Cancer: Exploratory Genotype-Phenotype Correlations.,6bc3ef137e017531ab97410953c7fcd90a9de9371c5e610243f7c625a53dfe50
doi:10.3390/cancers18071175,41976397,10.3390/cancers18071175,2026,Reframing RB Tumor Suppressor Dysfunction as a Therapeutic Vulnerability in Cancer.,d36d5b2558a7a2037de550acd554e337fc630db894aac4fb56536318534e3a5a
doi:10.3390/cancers18091324,42122120,10.3390/cancers18091324,2026,NFYA-Mediated TTK Up-Regulation Drives Fast Cell Cycle Progression and Its Inhibition Leads to Mitotic Catastrophe in Triple Negative Breast Cancer.,8e08c3658a9d8d8ade1ae8a783001b9cbe22843d641955d8e96c1e8074ffa09d
doi:10.3390/cancers18142329,42512392,10.3390/cancers18142329,2026,Modern Concepts in Precision Targeting of Acute Myeloid Leukemia Based on Principles of Molecular Oncology.,856b3a5a2ec05b5b084720c17df3176a525a93de00a2d6c244545cc898e1ba6f
doi:10.3390/cells14201613,41148828,10.3390/cells14201613,2025,Alternative Lengthening of Telomeres: A Prognostic Paradox in Cancer.,9dee773b4d33210d0be3bad9d20ede6ec2ffcfda50f1345dad71730bf7f0bf7b
doi:10.3390/cells15090756,42121857,10.3390/cells15090756,2026,Pre-Adaptive States and Evolutionary Trajectories in Breast Cancer Drug Resistance: From Drug-Tolerant Persisters to Clonal Evolution.,bec9b4817a80d13c92f816fad45fb667a746d9a4ed76a29ae3c99237eeaa23f3
doi:10.3390/cells15141247,42505357,10.3390/cells15141247,2026,Regulation of the 26S Proteasome: From Homeostasis to Stress and Disease.,a8b9edebef6ac837e41f99df1aa0cbc367e41417d31e400dc6c61a4f4c984e24
doi:10.3390/cells9010049,31878213,10.3390/cells9010049,2019,The Mitotic Apparatus and Kinetochores in Microcephaly and Neurodevelopmental Diseases.,ec1d4137b7a64d53888dc2ebb0f618630d18a263936a3e12ae9b3d4312cf489b
doi:10.3390/cimb48020158,41751421,10.3390/cimb48020158,2026,Genomic Instability and Adaptive Evolution Induced by RFA Insufficiency in &lt;i&gt;Saccharomyces cerevisiae&lt;/i&gt;.,94cfd49f68a1ba084e4e5350aae6dbef823bc70d00191d476f77daaad6d73a95
doi:10.3390/curroncol33060370,42346270,10.3390/curroncol33060370,2026,Mechanisms of Progression and Challenges for Intervention in the Natural History of Early Prostate Cancer: A Narrative Review.,542ec5a0b2462636f7c7a145b287fd937cbd6d28c0ac3509a546e2cf557f3304
doi:10.3390/genes16060708,40565600,10.3390/genes16060708,2025,Half the Chromosome It Used to Be: Identifying Cancer Treatments Targeting Aneuploid Losses.,efde5e02c51b55dc0ad4974c7ddbcc4c6cbe4eac1135f528190f0f921b9bd1f7
doi:10.3390/genes16121466,41465139,10.3390/genes16121466,2025,Chromosomal Instability and Telomere Attrition in Systemic Sclerosis: A Historical Perspective.,52cf78589231f84cce2cfa78dbc540fee5b2682f155d9be47bea55e15b04fb8d
doi:10.3390/genes17030323,41898857,10.3390/genes17030323,2026,Emerging Genomic and Immunological Correlates Defining Oligometastatic Trajectories in Intermediate/High-Grade Soft-Tissue Sarcomas.,fbd9b8a2b9925f7740d1a90fcdb46a4f43edae22f0911142551b607cd80e9ae5
doi:10.3390/ijms23179852,36077248,10.3390/ijms23179852,2022,Chromosomal Instability Characterizes Pediatric Medulloblastoma but Is Not Tolerated in the Developing Cerebellum.,7f1b383a48ad68572a09ab6bbc74f68a2bf5b63628a5c15ff13e932c6b788b8d
doi:10.3390/ijms26052061,40076684,10.3390/ijms26052061,2025,A Comprehensive Analysis Revealing BUB1B as a Potential Prognostic and Immunological Biomarker in Lung Adenocarcinoma.,5def832afc590933ebe97136de370df1ba3554e3cbc1de3e3acaa59f981278ac
doi:10.3390/ijms26157119,40806254,10.3390/ijms26157119,2025,Docetaxel Resistance in Breast Cancer: Current Insights and Future Directions.,9a1054d1f61e9a90e31f802329592a764181e17ba752f3a70416c52f622b5ea6
doi:10.3390/ijms262010031,41155325,10.3390/ijms262010031,2025,The Consequences of DNA Damage in the Early Embryo Are Important for Practical Procedures in Assisted Reproduction.,ca0429c58b1651430cb53d9286e0a48ab7cc4e3a95eb15599ce3f7df41fbf52d
doi:10.3390/ijms27010450,41516322,10.3390/ijms27010450,2025,Overcoming Therapeutic Resistance in Triple-Negative Breast Cancer: Targeting the Undrugged Kinome.,e7897f7bc8e166344d1cbda030943c303da1b1dfea530c9e377c1ee62a14c861
doi:10.3390/ijms27031617,41684035,10.3390/ijms27031617,2026,"High-Grade Serous Ovarian Carcinoma in the Genomics Era: Current Applications, Challenges and Future Directions.",6395baa3e2f6457f810a079da497cab647b8aa6a8d8d3cb546f7f89d7921c49d
doi:10.3390/ijms27041632,41751767,10.3390/ijms27041632,2026,Yeast as a Model for Human Disease.,54f5e95c85abbff5467e7bb6d7d7246a07809e7ac4fe2902f877d41e428d0d8d
doi:10.3390/ijms27041823,41751958,10.3390/ijms27041823,2026,FOXM1 Signaling Network Transcriptionally Upregulates Expression of Proteins Involved in Mitotic Progression to Induce High Proliferation and Chromosomal Instability in Androgen Receptor-Low Triple-Negative Breast Cancer.,191f59c286cd6fdaae8522859ab6383c38c05b7edd61f2265133482fd44f3656
doi:10.3390/ijms27062699,41898560,10.3390/ijms27062699,2026,Molecular Characterization of Soft Tissue Sarcomas Using RNA-Based Next-Generation Sequencing.,3c972134ba7f78ffb190db95cc2ff14f7b63a70a0b9ca5cbefcc27c442012d90
doi:10.3390/ijms27072989,41977178,10.3390/ijms27072989,2026,"Conserved Pathways, Divergent Outcomes: A Cross-Species Genomic Perspective on the Cancer-Neurodegeneration Paradox.",5de21110a3e3897d8e9d6f787c159abd8b86cb5805cbcf9189dd6e6fadac6b0b
doi:10.3390/ijms27104340,42196325,10.3390/ijms27104340,2026,YBX1 Expression Marks Proliferative Tumour States with Context-Dependent Genomic Instability: A Pan-Cancer Analysis.,064c32ed817444bb8cddc15a8ad104ede0bde34b90ce0645bd57b1bbe7a5641d
doi:10.3390/jcm10092028,34065162,10.3390/jcm10092028,2021,Pediatric Rhabdomyosarcoma: Epidemiology and Genetic Susceptibility.,156d6c57615acb7b65b38dc16b8cd84559e9078359cb240aa502d11adac3ddea
doi:10.3390/jcm9061954,32585810,10.3390/jcm9061954,2020,Dominantly Inherited Hereditary Nonpolyposis Colorectal Cancer Not Caused by MMR Genes.,8ef7cbfcb13914d63923d3c9055a3bd00c8236213ece9cfee56b465cd368bd20
doi:10.3390/jox16040136,42646050,10.3390/jox16040136,2026,Inhaled Micro- and Nanoplastics as Environmental Modifiers of Lung Carcinogenesis: Mechanistic Insights and Evidence Synthesis.,0fe37debc8eb3220aac072d0952329ba25a1a782fba80c2ea1e4abf969e54178
doi:10.3390/jpm16060316,42346627,10.3390/jpm16060316,2026,Extrachromosomal DNA Amplification as a Prognostic Factor for Cancer.,25a8f4370062a9ba25fdfa24c14ad02504f027d5146bf640d63b0c6e68cbd305
doi:10.3390/medicina61101864,41155851,10.3390/medicina61101864,2025,"Chromosomal Roadblocks in Male Fertility: Mechanisms, Risk Factors and Syndromes.",13702f329b99c63a1b45e2ee35482bef6bf0695a97b09b004ca64629e0e847ec
doi:10.3390/molecules27217480,36364307,10.3390/molecules27217480,2022,Breaking the Bottleneck in Anticancer Drug Development: Efficient Utilization of Synthetic Biology.,533b232151c0a73d23bc0ae0fc617cd38510983044a46dc56cc16d41e4696532
doi:10.3390/molecules31030512,41683489,10.3390/molecules31030512,2026,Cell Line-Dependent Cell Death Pathways Induced by Thymoquinone in Colorectal Cancer Cells.,e0db5632532a5412a58f99a743ac303be3a426d0fecc83edaf2971b8d4e0c0d4
doi:10.3390/molecules31132283,42451651,10.3390/molecules31132283,2026,Survivin-Targeting Antisense Oligonucleotides in Cancer Therapy.,1316ae370abbb4d2dff9c41eb6b9e3979f6b6bf516e62857204fa4f5d2b18349
doi:10.3390/ph18060905,40573300,10.3390/ph18060905,2025,PARP Inhibition in Colorectal Cancer-A Comparison of Potential Predictive Biomarkers for Therapy.,b5e6c3a8d24aa21c2779c0528defb472973f2ddbbd6b575d6dea485540c8f00b
doi:10.3390/pharmaceutics18040402,42076055,10.3390/pharmaceutics18040402,2026,"Mitotic Machinery Dysregulation in Lung Cancer: Biological Roles, Therapeutic Targeting, and Combination Strategies.",67e6a42a7342f7545501d5b3483375148d083ac11dd00d792b50301d76de8344
doi:10.3760/cma.j.cn511374-20240716-00393,40555658,10.3760/cma.j.cn511374-20240716-00393,2025,[Genetic analysis of two fetuses with Mosaic variegated aneuploidy syndrome caused by compound heterozygous variants in BUB1B and its upstream regulatory elements and a literature Review].,71b736e47a44be29023f91b6dc1f8bd9ccfc1b4a24826fcc529d129822663574
doi:10.3892/ijmm.2026.5893,42318967,10.3892/ijmm.2026.5893,2026,"Arsenic exposure and skin cancer: Mechanisms, clinical evidence and public health implications (Review).",aea0f4ed00b38e7e6a1c5d512fd39f6e056f06c5937847e8b15fe56c0e5b9ae4
doi:10.3892/mmr.2026.13834,41789582,10.3892/mmr.2026.13834,2026,Characteristics of chromosomal instability‑related lncRNAs associated with progression and prognosis in breast cancer.,14128aff4ce71a0a28581c12dfd53246bbe390290f218072d01ab7db549b0f77
doi:10.3892/ol.2026.15696,42325921,10.3892/ol.2026.15696,2026,Comprehensive bioinformatics analysis of NCAPH expression and its clinical importance in endometrial cancer.,48e6469c613161294ac8e1f37c8491d875a14d93958404b7a31dc565747de6c3
doi:10.3892/or.2023.8639,37800638,10.3892/or.2023.8639,2023,Targeting TRIP13 for overcoming anticancer drug resistance (Review).,a6e701021be59be3d58fd326017a8ecc5ca55c4e83d0e65e50e89ba06a7d63e1
doi:10.3892/or.2026.9188,42663281,10.3892/or.2026.9188,2026,"Genomic instability, postoperative recurrence and therapeutic vulnerabilities in resectable non&#x2011;small cell lung cancer (Review).",cc288cdafed61d4721d0bb7aee93e916267c35e0fc8a0a8232950b6798ef5e53
doi:10.4161/15384101.2014.962952,25483095,10.4161/15384101.2014.962952,2015,Mad2 and BubR1 modulates tumourigenesis and paclitaxel response in MKN45 gastric cancer cells.,aa20b66622af0a74a7654ebeb34180da8bffbf1fe47c83d8f4ea5886ed087ba5
doi:10.47248/chp2603010002,41938668,10.47248/chp2603010002,2026,Molecular heterogeneity of HPV-associated cancers and strategies to overcome treatment resistance.,0254f1b63204b0ec6e383d974ce62169332fbc5ff2ca71aba5c0140f6ef655db
doi:10.62347/wier4743,39822558,10.62347/wier4743,2024,"Exploring potential key genes and pathways associatedwith hepatocellular carcinoma prognosis through bioinformatics analysis, followed by experimental validation.",41be2c16def6ad84f12c1e4d8ddd3599cbc5cea023e5baf0d084414e1c0c0b84
doi:10.64898/2025.12.17.694745,41446097,10.64898/2025.12.17.694745,2025,PKMYT1 inhibition induces DNA damage and synergizes with immune checkpoint blockade in CCNE1 -amplified gastroesophageal adenocarcinoma.,f2b21215f03db008b044e636dc5c032d1766dfc736ae4fd324645ffd21b84b43
doi:10.64898/2026.01.22.701085,41648614,10.64898/2026.01.22.701085,2026,Targeted therapy-induced chromosomal instability dictates mitotic dependency on Aurora Kinase A.,8c0925adf4d5a944ff39433972039a54611ff0eb74d687c158d35b44536cf37d
doi:10.64898/2026.04.11.717899,42039593,10.64898/2026.04.11.717899,2026,ARID1A deficiency unleashes centromeric RNA transcription to drive chromosomal instability and boosts PKMYT1 inhibitor efficacy via RNA sensing.,49068d6df84fe434b5ff09283c6a43a09be118dd497dd6910c7f084ec34be0d9
doi:10.64898/2026.04.26.720636,42094535,10.64898/2026.04.26.720636,2026,Paired CRISPR screens identify mitochondrial metabolism and UBE2H as aneuploid-specific dependencies in human cancer cell lines.,8c35b49d18e2363d820533111a1c47dd048698ca50a3ffcc2ac23186876bb9b6
doi:10.64898/2026.04.28.717272,42094395,10.64898/2026.04.28.717272,2026,Oxidative DNA lesions destabilize centromeres and drive chromosome instability.,fde2b5490c1ef6a3d2d5942faa7bb127917790f73a9e73c765cfdb438d9876b0
doi:10.7150/ijbs.111254,41287778,10.7150/ijbs.111254,2025,"PTEN-deficient, chromosomal instability colorectal cancer is hypersensitive to STAT3 inhibition.",ee007c2b80866ce652c4e40798f775f937f220a93981264ae8d98f8cc9d73fa5
doi:10.7150/jca.68408,35517426,10.7150/jca.68408,2022,Aberrant Expression of BUB1B Contributes to the Progression of Thyroid Carcinoma and Predicts Poor Outcomes for Patients.,c6c1a796b4d6fdfc6d538f5888d48dc163a8f26b6d3e6120054f414ca45cf5e1
doi:10.7554/elife.88916,39652462,10.7554/eLife.88916,2024,Complex aneuploidy triggers autophagy and p53-mediated apoptosis and impairs the second lineage segregation in human preimplantation embryos.,70a7fcbcd4d98d487f961cb156aebe78055f9d2260596a37f197c49201775594
doi:10.7759/cureus.58558,38770464,10.7759/cureus.58558,2024,Premature Chromatid Separation Trait Found During the Diagnosis of Male Infertility: A Case Report.,baa07494d7415f2751cc07fefcad2f1fde0e2ebeeb7a4642ea834d7cfd4d80db
